"","x","y","dem","carea","cslope","slope","plancurv","profcurv","slides","log.carea"
"755392",8246,259893,323.483001708984,2585.36547851562,8.94387146339595,19.5235373745168,-0.0376899987459183,-0.0172000005841255,"TRUE",3.41252194552784
"1460951",3906,256083,359.827606201172,1521.69494628906,7.40605266422028,16.6301001949174,-0.0252999998629093,-0.00426999991759658,"TRUE",3.18232759828089
"772011",7666,259803,338.795623779297,67885.015625,4.10008614601731,5.85276391346136,-0.129510000348091,-0.00504000019282103,"TRUE",4.83177392229899
"1670650",7006,254953,361.619659423828,1163.50024414062,12.795866782625,18.0309822389708,0.0273100007325411,0.00297000003047287,"TRUE",3.06576647875203
"1080807",1116,258133,435.894073486328,947.037963867188,8.4912348270992,4.33671762292558,0.0156900007277727,-0.00461999978870153,"TRUE",2.9763673888951
"849744",6736,259383,339.286712646484,41196.26953125,7.48913167018973,5.07239516399354,-0.0339099988341331,-0.00394000019878149,"TRUE",4.61485789090341
"915856",776,259023,424.417236328125,2787.48120117188,15.3128691851765,30.0052259295411,2.99999992421363e-05,-0.00559000018984079,"TRUE",3.44521194717555
"1597600",-824,255343,465.125793457031,1426.7900390625,11.9834123657574,14.8384613209003,-0.0221599992364645,0.00970000028610229,"TRUE",3.15436006870999
"1593898",-784,255363,458.318389892578,9111.8466796875,13.4438818339036,11.2488801620359,-0.0153500000014901,0.00480000022798777,"TRUE",3.9596064034848
"1419618",-1764,256303,495.855041503906,1027.63671875,20.4442793180331,21.0894299587285,-0.0026700000744313,-0.00793999992311001,"TRUE",3.01183961375858
"759933",-1934,259863,517.220581054688,34174.99609375,10.8157240790257,12.1111821532399,-0.190019994974136,-0.0165999997407198,"TRUE",4.53370847359939
"1584632",-794,255413,447.212036132812,14081.53515625,12.5959044569364,8.0259930766892,0.0439600013196468,0.00860999990254641,"TRUE",4.14865000377945
"1614329",-304,255253,443.530090332031,10444.212890625,11.5250460545207,13.9423550159467,0.0122199999168515,0.00848999992012978,"TRUE",4.01887571572477
"1086787",5326,258103,389.951263427734,1453.66796875,8.21220367025761,17.0678401886344,-0.0273299999535084,0.00509000010788441,"TRUE",3.16246522096134
"1027048",896,258423,453.210296630859,1243.51831054688,12.4836041941504,16.3080977566864,-0.0302799995988607,1.99999994947575e-05,"TRUE",3.09465218454839
"1247660",1946,257233,396.0380859375,2435.04565429688,9.82851841846964,20.6597120221917,-0.0167399998754263,0.0208000000566244,"TRUE",3.38650710814751
"605243",7686,260703,309.867950439453,8777.146484375,9.37072498934954,9.0727870151117,-0.0595699995756149,-0.00553000019863248,"TRUE",3.94335334648521
"953522",6836,258823,334.098388671875,1173.07861328125,6.57125285659616,9.4497929667289,0.0208100005984306,0.0130099998787045,"TRUE",3.06932711712
"1263243",9536,257153,335.389862060547,2332.9560546875,5.1245346936833,13.1602676201289,-0.0383299998939037,-0.00361000001430511,"TRUE",3.36790655817375
"1679102",-1124,254903,479.964935302734,13709.1552734375,11.297581972139,12.2452536440054,-0.0517500005662441,-0.00150999997276813,"TRUE",4.13701069538856
"811847",-1634,259583,465.773315429688,447.228912353516,22.2227410495939,25.8948283323112,-0.0301600005477667,-0.0285299997776747,"TRUE",2.65052987195732
"1505494",4616,255843,364.137969970703,156124.859375,5.73931831332886,3.41769325854215,-0.1224500015378,-0.031300000846386,"TRUE",5.19347206020404
"1005178",4556,258543,390.415008544922,3908.0947265625,8.17668071015802,18.5770097593364,-0.0247699990868568,-0.00307000009343028,"TRUE",3.59196508184428
"856756",2736,259343,390.074188232422,3679.96411132812,6.7425672344716,10.4839817910381,-0.0245200004428625,-0.00596000021323562,"TRUE",3.56584358325826
"1047881",5396,258313,363.909912109375,1467.52270507812,19.0938177304327,29.6964023413136,0.00441000005230308,-0.0219999998807907,"TRUE",3.16658482924767
"980681",476,258673,445.678497314453,498.248382568359,14.7685594573871,23.3119342410629,-0.0373000018298626,-0.00552000012248755,"TRUE",2.6974458975526
"1586898",3336,255403,429.789886474609,1567.07409667969,6.35639388832778,12.4658431409874,-0.0173499993979931,-0.00083999999333173,"TRUE",3.19508953189828
"1572364",6236,255483,345.400268554688,491.960906982422,6.77064230016811,6.37931216120093,0.0206000003963709,0.000980000011622906,"TRUE",2.69193059350647
"1124080",7656,257903,330.511505126953,1684.79138183594,7.9704158274128,14.1337232561121,0.0176500007510185,0.00915999989956617,"TRUE",3.22654613231324
"595930",7206,260753,343.180511474609,1659.65881347656,10.7017060236634,13.7326528405016,0.0174199994653463,0.00368999992497265,"TRUE",3.2200188165617
"1183098",4876,257583,376.510589599609,29599.90234375,5.81265704265505,12.2928096898752,-0.201619997620583,0.00394000019878149,"TRUE",4.47129027823325
"1871687",-2394,253863,519.436279296875,917.901977539062,14.2248234654881,16.8701693914123,0.00608000019565225,-0.0183700006455183,"TRUE",2.9627963055075
"1605719",6246,255303,357.803405761719,857.554809570312,8.58863759353181,7.25421841274454,-0.0178299993276596,-0.00205000001005828,"TRUE",2.9332618870043
"806465",136,259613,457.430786132812,1018.31695556641,7.64612186071518,11.4711883053678,0.00475999992340803,0.00152000004891306,"TRUE",3.00788297508215
"1453583",4346,256123,342.677185058594,1545.96594238281,11.5519749290971,22.1453925723381,-0.0147599996998906,-0.0144499996677041,"TRUE",3.18919992218377
"1119752",1436,257923,405.474853515625,4795.5908203125,9.12091508932455,9.0951319789814,-0.0811600014567375,-0.00650000013411045,"TRUE",3.68084212020216
"979336",5556,258683,392.822326660156,2254.82836914062,9.1615948422475,16.5607720672945,-0.00982000026851892,-0.0029899999499321,"TRUE",3.35311349026192
"1112954",7576,257963,334.37744140625,1291.71606445312,8.77656768722377,14.2952973573443,-0.00155000004451722,-0.0059000002220273,"TRUE",3.11116706072334
"1962512",-2114,253373,489.784912109375,3132.2568359375,13.7337986047349,15.957447797529,0.0136700002476573,-0.00398000003769994,"TRUE",3.49585736572856
"1511382",7906,255813,377.401214599609,2659.28173828125,7.89593176074017,18.7403042144658,-0.0145300002768636,-0.000899999984540045,"TRUE",3.42476435120861
"1129035",1616,257873,397.600463867188,2126.67626953125,9.4291666492091,13.0880750819228,-0.000490000005811453,0.0181099995970726,"TRUE",3.32770138503364
"1015931",906,258483,441.668121337891,1404.23645019531,14.8424723494904,20.5674651948088,-0.0135500002652407,-0.0179999992251396,"TRUE",3.14744024195975
"1040524",5946,258353,364.647125244141,861.143981933594,12.5254305650802,18.7821288778484,-0.00598999997600913,0.00191999995149672,"TRUE",2.93507577088624
"1455437",4356,256113,346.314910888672,1632.12353515625,10.0582740293178,25.0124720519304,-0.0200100000947714,-0.0155699998140335,"TRUE",3.21275302733832
"1103346",4146,258013,400.154479980469,2015.93969726562,7.54127077299267,30.0052259295411,-0.0126700000837445,-0.0164700001478195,"TRUE",3.30447753693198
"999268",1046,258573,426.11572265625,496.394622802734,15.0928534240848,16.4542023332221,0.0619300007820129,0.0208000000566244,"TRUE",2.695827068355
"1608732",-684,255283,478.930511474609,266.531555175781,14.321653349804,16.2748654712797,0.0254200007766485,0.00961000006645918,"TRUE",2.42574863335302
"1062230",646,258233,419.367736816406,4031.67578125,13.1018259602694,10.1379148888138,-0.0285599995404482,-0.00135000003501773,"TRUE",3.60548559980761
"991650",-1014,258613,536.964538574219,1307.51000976562,13.9979322652231,16.659321451734,-0.0155199998989701,0.00398000003769994,"TRUE",3.11644502233422
"1338211",-514,256743,418.712097167969,629.430908203125,9.92191015631217,11.8705392208547,0.0366199985146523,0.00179000000935048,"TRUE",2.79894806513024
"1186798",4816,257563,379.763610839844,1782.31579589844,6.88695273777061,16.8386566061292,0.0136099997907877,0.0120700001716614,"TRUE",3.25098465607864
"1209060",5076,257443,364.674194335938,2818.14086914062,8.31132593681377,17.3600476341586,-0.0209400001913309,-0.00602000020444393,"TRUE",3.44996269819895
"1705118",-384,254763,480.184448242188,74084.390625,9.987227255345,17.3858315982754,-0.241109997034073,-0.031300000846386,"TRUE",4.86972671297874
"1607475",5276,255293,371.154296875,418.957153320312,11.7788661293621,13.91886343407,0.0584399998188019,0.00658999988809228,"TRUE",2.62216961001153
"1008986",5576,258523,389.089080810547,1326.82653808594,9.39650809969269,21.160477586475,-0.000780000002123415,0.00510999979451299,"TRUE",3.12281414933299
"961068",8176,258783,312.035064697266,652.196411132812,13.4662267977733,17.4356783188381,0.0304799992591143,0.0099499998614192,"TRUE",2.81437840466696
"2025523",-2024,253033,484.691314697266,4414.37841796875,14.2362819615944,12.5099601866101,-0.0291600003838539,-0.00977999996393919,"TRUE",3.64486955986128
"1560883",2606,255543,396.560211181641,1686.34069824219,6.68240692826212,15.264168228847,0.0143200000748038,0.0193499997258186,"TRUE",3.22694532142677
"862322",2806,259313,384.493469238281,402867.5625,6.37644732373093,6.47957976510354,-0.0751399993896484,-0.031300000846386,"TRUE",5.60516230090941
"1078974",1316,258143,399.12451171875,13357.0615234375,9.94998479512186,9.03497167277193,0.0227000005543232,0.00353000010363758,"TRUE",4.12571092636405
"974004",7826,258713,311.075408935547,4365.970703125,8.37377777148978,7.93317336718966,-0.0391400009393692,-0.00661000004038215,"TRUE",3.64008081714641
"1008876",4476,258523,396.209686279297,2444.37841796875,10.572217589831,7.16655634984201,0.0126799996942282,-0.0031300000846386,"TRUE",3.38816844056961
"1712908",3396,254723,426.089752197266,735.105712890625,6.1478370502292,17.5244878535212,0.0714600011706352,0.0200500003993511,"TRUE",2.86634979789208
"1008712",2836,258523,375.730499267578,136750.984375,6.35983160791441,14.5829217459354,-0.000460000010207295,-0.031300000846386,"TRUE",5.13593046119993
"1821795",-1004,254133,470.686706542969,179446.234375,10.3711086461355,11.5857792428468,-0.0445800013840199,-0.031300000846386,"TRUE",5.25393434922642
"1148385",9816,257773,322.5576171875,1822.53442382812,7.0886337098091,12.8508702960111,-0.0120500000193715,0.00841000024229288,"TRUE",3.2606757399735
"1592742",6186,255373,347.009094238281,408.318725585938,6.89440105906051,2.33995963039655,0.0259600002318621,0.00982999987900257,"TRUE",2.6109992972195
"762217",2376,259853,362.067687988281,4005.69116210938,8.12110346088162,11.0225618438875,-0.119939997792244,0.0014900000533089,"TRUE",3.6026774622411
"1903190",-2374,253693,517.271179199219,719.847778320312,14.9060699483997,14.6293311737983,0.00918000005185604,0.00609999988228083,"TRUE",2.85724066861897
"986253",606,258643,432.951873779297,3315.1572265625,10.4937216407946,25.9612911955773,0.00473000016063452,-0.00161000003572553,"TRUE",3.52050413033032
"1557183",2666,255563,388.289947509766,883.102600097656,6.64974837874571,10.1803141418603,0.113509997725487,-0.00490000005811453,"TRUE",2.9460111634504
"684781",6276,260273,350.910736083984,2771.7880859375,8.96277913456583,9.42515562061902,-0.00216999999247491,-0.000250000011874363,"TRUE",3.44276002369372
"1138913",7746,257823,319.384368896484,1726.48205566406,10.140207271054,21.4870630816391,-0.014469999819994,-0.00745999999344349,"TRUE",3.23716206883284
"1564962",6336,255523,353.504730224609,1046.23950195312,6.51051924138323,9.95628735217849,0.0212600007653236,-0.00240000011399388,"TRUE",3.01963111327926
"1540181",-584,255653,409.908813476562,2654.10864257812,10.328137364746,13.176310026942,-0.0312200002372265,-0.00359000009484589,"TRUE",3.42391869618723
"1581607",6016,255433,337.181213378906,7832.61962890625,8.9272553206926,10.2192752484334,-0.00681000016629696,-0.0100400000810623,"TRUE",3.89390703665647
"834908",6616,259463,361.367065429688,2866.18676757812,9.59876195384781,8.69807259196105,-0.0494000017642975,-0.00246999994851649,"TRUE",3.45730448664953
"1027078",1196,258423,394.6044921875,13531.1298828125,12.4320379734641,9.05960901888181,0.0158500000834465,0.00116999994497746,"TRUE",4.13133406277521
"1073350",666,258173,416.908843994141,4100.35888671875,11.4998358262941,9.37358939993271,-0.0126599995419383,-0.00891000032424927,"TRUE",3.6128218703052
"2249956",176,251823,399.984405517578,233623.09375,4.92113464840808,4.94176096592788,-0.241109997034073,-0.031300000846386,"TRUE",5.36851577077112
"753524",8096,259903,322.161773681641,2822.25634765625,8.70552091325095,8.62931734645476,0.000910000002477318,0.00760000012814999,"TRUE",3.45059645850277
"894328",7856,259143,341.070922851562,1449.07836914062,7.83462483652378,17.1961828582335,-0.0428000018000603,-0.00206000008620322,"TRUE",3.16109187364575
"923337",1466,258983,369.007415771484,3463.90234375,16.1814745872108,22.2170122284276,-0.0129199996590614,-0.00851000007241964,"TRUE",3.53956563964775
"1152085",9756,257753,313.476257324219,226830.5,4.13045274018037,6.61766271134593,-0.241109997034073,-0.00490000005811453,"TRUE",5.35570145009353
